author,body
吉田式7.62mm,@bapak7189 @BanEatingDogs @_DOGPOOL_ @Dogsarethepure1 @DogsofYulin @CarlaCo92330391 @NickLoconteJr @A202220222000 @Cosmicbrigade @yuceltanay53 🇨🇳＝絶滅すべきクソゴミ\n#fuckchina #fuckccp #fuckxijinping\n#中国入国禁止
rudeb,#FUCKCHINA #chinaistheeyesoreoftheworld #china
Day Dreaming Davey,@OlenaRohoza Funny coming from a country partnering with communists 🖕🏼🇨🇳 #FuckChina #51stStates
豚美,建設業界は\n外国人労働者を入れたから\n日本人の賃金が上がらなかった。\n#fuckChina \n#fuckVietnam\n #fuckNepal
TRONS WORLD 🌞🌍 tron@tronsworld.ca #TRX #ETH #KLV,@bapak7189 @KathyReichs @PhaedraXTeddy @ElenaHaskins @NickLoconteJr @dignityofanimal @Caterobin24 @CATTLECAPERS @CarlaCo92330391 @BanEatingDogs @Dogsarethepure1 @DogsofYulin @yuceltanay53 @SkogJohansen Fucking @PDChina  🇨🇳 Fucking do something make this type of animal abuse illegal!!! How in hell is this legal? Disgrace Humans I hope you all burn in hell 🔥 #FUCKCHINA!
Steven_universe,Tell that to the marines.\n\n#FuckChina https://t.co/tKBPnB2je2
Steven_universe,Are you scared wumao?\n\n#FuckChina
吉田式7.62mm,@TopuzzoC @BBCWorld @SCMPNews #nukechinanow #fuckchina #BoycottChina \n#chineseMurder\n@INTERPOL_Cyber
Steven_universe,#Fuckchina
吉田式7.62mm,@ruben_prz クズのゴミ人間だらけの糞国\n#nukechinanow #diechina #fuckchina
Evangeline,@liberal_party #fuckchina https://t.co/1NrNzEMcrY
吉田式7.62mm,@samesama4149224 一人残らず消えろゴミども\nこいつらに存在価値はない\n#fuckchina #日中断交  #diechina https://t.co/2Nnu9eon9z
Day Dreaming Davey,@LauraBabcock Friends with who? Evil Communists from China and island kid traffickers from Ukraine? Who needs friends when.. you know. 💀💀💀🖕🏼🇨🇳🖕🏼🇨🇦 #FuckChina btw Trumps doing just fine. 🤣🖕🏼 https://t.co/9VOvqeEEGV
Day Dreaming Davey,@mrsunshinebaby #FAFOCanada 🖕🏼🇨🇦 it’s all we’re gonna get left. 💀🇺🇸 #FuckChina https://t.co/tI2fftvD0m
HAKU,@RealPaulMueller #fuckchina
Day Dreaming Davey,@DavidJHarrisJr Nah Death penalty about as bad as raping that kid only it’s whole life is now over to.. Only In Canada and China! 💀🖕🏼🇨🇦🖕🏼🇨🇳 evil places. #FuckCanada #FuckChina #51stStates https://t.co/TAxjYgQtpB
シシ　HsiHsi🧋,#FreeJimmyLai\n#FuckChina
doctorJames,China caused many human deaths by releasing false data during the COVID-19 pandemic If I were the US president I would punish China and impose a 4000% tariff on Chinese goods You are not a doctor to know how much damage a doctor suffers when a patient dies. #Doctor #fuckchina
Chantale Lalonde,"Facial ID for grocery shopping in China. If your phone glitches and refused to work, guess what!? You CAN'T BUY GROCERIES. \nThat's right...sorry. Try again tomorrow! \nYou all want that? You're fucking RETARDS!!!!!!!!!!! #fuckchina"
吉田式7.62mm,@PhaedraXTeddy 脳みそが腐った北京原人には動物は扱えない\n#fuckchina #Boycottchina #nochina #nukechinanow #日中断交
吉田式7.62mm,@animals_cn 🇨🇳人＝💩💩💩腐った低知能のゴミ\n#nukechinanow #Boycottchina #fuckchina\n#日中断交
Ak:),Chinese government gives 0 fucks about animals. People are learning torturing tactics by practicing them on cats and dogs. It won't be surprising at all if they started using the same on humans soon because you have to be deranged to find this fun. #FUCKCHINA #cats #dogs
吉田式7.62mm,@samesama4149224 🇨🇳＝頭がイカれたクソ生物だらけの国\n#fuckchina #Boycottchina #nukechinnow\n#日中断交 #中国人は汚物
Day Dreaming Davey,"Jeff’s right, the libtarded leftists only want your destruction to come faster, tell em to get fucked like this retard. #FuckAllCADGovt 🖕🏼🇨🇦 #ResistTheLeft #FuckChina 🖕🏼🇨🇳"
Day Dreaming Davey,"@josephMuztich Everything in China is.. 💀🖕🏼🇨🇳 #FuckChina also consent age, is 14. 💀"
吉田式7.62mm,@NadiaMo33 🇨🇳＝存在だけで吐き気がするクソクズ民族\n#nukechinanow !! #fuckchina #BoycottChina \n#中国猫のSOS #AntiChina #日中断交
polŮtician,@ChinaDaily #FuckChina
吉田式7.62mm,@animals_cn #nukechinanow !! #fuckchina #Boycottchina\n#日中断交
吉田式7.62mm,@samesama4149224 🇨🇳人＝低知能単細胞のクソ生物\n#nukechinanow !! #nukechinanow !!\n#fuckchina #Boycottchina #Boycottccp\n#日中断交 #中国人入国禁止
Steven_universe,China Salot!\n\n#FuckChina
Steven_universe,"Shut up, hoE!\n\n#FuckChina"
Steven_universe,Japan number one!\n\n#Fuckchina
吉田式7.62mm,@tintinpapa1 北京原人が動物扱う仕事に就くな💢触るな\n#fuckchina
吉田式7.62mm,@Pseudo_Prophet_ かわいそうに😢この地獄の糞国から動物たちを救ってあげたい...\n#fuckchina #fuckccp #devilchina #nukechinanow
吉田式7.62mm,@PhaedraXTeddy #nukechinanow !!\n#fuckchina #BoycottChina #日中断交
Steven_universe,#fuckchina
Day Dreaming Davey,I hope they do end sports and we get annexed! 👌🏼 #FuckChina #FuckCanada #51stStates 🖕🏼🇨🇦🖕🏼🇨🇳       ❤️🇺🇸 we want off this ride! #AnnexCanada
吉田式7.62mm,@NadiaMo33 #nukechinanow !! #nukechinanow !!\n#fuckchina #日中断交 #中国人入国禁止\n🇨🇳＝地球のゴミ屑
吉田式7.62mm,@animals_cn 低脳不細工な化け物が犬飼うな\n#fuckchina #nukechinanow
Day Dreaming Davey,"More Nazis meeting with more communists! In case you haven’t got the memo yet, ITS US VS THEM! #FuckTheEU #FuckChina #FuckCanada 🖕🏼🇨🇳🇨🇦 #FreedomOrDie"
Day Dreaming Davey,"Fuck you carney, and fuck you to then Canada 😂🖕🏼🇨🇦 I won’t allow terrorists at my doorstep hurting my family you crooked fuck! 🖕🏼🇨🇦 #FuckIslam #FuckChina #FuckCanada #51stStates 🇺🇸 https://t.co/frsohX5f82"
Day Dreaming Davey,"Wackos already everywhere, we look just like Boston, or Tampa, only with less guns and more wokeness filth. 💀 #FuckAllCADGovt 🖕🏼🇨🇦#FuckTheLeft #FuckChina 🖕🏼🇨🇳"
Day Dreaming Davey,@MarkJCarney “So strong” 🖕🏼🇨🇦🖕🏼🇨🇳 you wouldn’t know real strength if you conquered you tomorrow treasonous WEF Nazi! 🖕🏼#FuckAllCADGovt #FuckChina 🖕🏼🇨🇳 https://t.co/gKDXp1zYUg
吉田式7.62mm,@samesama4149224 #nukechinanow #devilchina #fuckchina #nochina #BoycottChina #中国猫のSOS\n#StopChinaCatTorture\n#日中断交 #中国人を日本に入れるな\n#中国人との共生は不可能
Vince,Iranian people and anyone who condemns the terrorism in the world has to ban Chinese products as China has been a supporter of the Islamic regime for long and now is sending them missiles.\n#fuckchina \n#IranMassacre \n#IranianRevolution2026 \n#R2Pforlran
Evangeline,@CTVNews #FUCKCARNEY #FUCKCHINA  #COMMIECARNEY https://t.co/Mr9R1iJjV5
Day Dreaming Davey,"Chinese games, apps, and all future development will be initially took as scams and frauds for you acc numbers. 🖕🏼🇨🇳 #FuckChina #AnnexCanada you’ve been warned. #FightNA https://t.co/Yh1O8t4C4j"
吉田式7.62mm,@NadiaMo33 #fuckchina #nukechinanow #fuckccp #devilchina #中国人はゴミ #日中断交
吉田式7.62mm,@True8bebe4 そうだ!!こんなんするクソ🇨🇳人は落とされろ　#fuckchina  #fuckccp #日中断交
吉田式7.62mm,@animal_front #nukechinanow #fuckchina #fuckccp https://t.co/CJ9rAUZuAJ
Steven_universe,You are the fake news wumao! Deport this shit @DFAPHL !!!\n\n#fuckchina
吉田式7.62mm,@PhaedraXTeddy ゴミクソチャイニーズがやられろ！そして落ちろ！\n#fuckchina #nukechinanow
Day Dreaming Davey,They won’t leave anything alone everything is an add in Chinese or a scam or some overpriced junk now sadly. Canada is fucked. #AnnexCanada #FuckAllCADGovt 🖕🏼🇨🇦🖕🏼🇨🇳 #FuckChina
Day Dreaming Davey,"TDS syndrome explained. 💀 We gotta wake these people up somehow, Chinas literally at your door! #FuckChina 🖕🏼🇨🇳"
Day Dreaming Davey,"It’s never made sense and the opportunity for Both N.A to have more freedom together is amazing, only our govt doesn’t want it, means less $! #FuckChina #FuckAllCADGovt 🖕🏼🇨🇳🇨🇦"
